Deskripsi Kode|Material|Plant|Sloc|Quantity
HRC (Excl N1)|HC|HSM|H101|                 51,080
HRC (Excl N1)|HC|HSM|H101|                 78,690
HRC (Excl N1)|HC|HSM|H101|                 51,020
HRC (Excl N1)|HC|HSM|H101|                 50,960
HRC (Excl N1)|HC|HSM|H101|                 58,680
HRC (Excl N1)|HC|HSM|H101|                 61,200
HRC (Excl N1)|HC|HSM|H101|                162,860
HRC (Excl N1)|HC|HSM|H101|                215,390
HRC (Excl N1)|HC|HSM|H101|                 75,900
HRC (Excl N1)|HC|HSM|H101|                156,880
HRC (Excl N1)|HC|HSM|H101|                 99,990
HRC (Excl N1)|HC|HSM|H101|                127,080
HRC (Excl N1)|HC|HSM|H101|                 13,700
HRC (Excl N1)|HC|HSM|H101|                159,300
HRC (Excl N1)|HC|HSM|H101|                 22,760
HRC (Excl N1)|HC|HSM|H101|                 84,440
HRC (Excl N1)|HC|HSM|H101|                 45,180
HRC (Excl N1)|HC|HSM|H101|                 22,630
HRC (Excl N1)|HC|HSM|H101|                496,260
HRC (Excl N1)|HC|HSM|H101|                326,720
HRC (Excl N1)|HC|HSM|H101|                218,980
HRC (Excl N1)|HC|HSM|H101|                 44,620
HRC (Excl N1)|HC|HSM|H101|                 22,620
HRC (Excl N1)|HC|HSM|H101|                 22,600
HRC (Excl N1)|HC|HSM|H101|                 11,150
HRC (Excl N1)|HC|HSM|H101|                 33,710
HRC (Excl N1)|HC|HSM|H101|                 67,030
HRC (Excl N1)|HC|HSM|H101|                 60,250
HRC (Excl N1)|HC|HSM|H101|                 30,340
HRC (Excl N1)|HC|HSM|H101|                205,420
HRC (Excl N1)|HC|HSM|H101|                 20,260
HRC (Excl N1)|HC|HSM|H101|                 17,080
HRC (Excl N1)|HC|HSM|H101|                 16,720
HRC (Excl N1)|HC|HSM|H101|                 12,400
HRC (Excl N1)|HC|HSM|H101|                  8,440
HRC (Excl N1)|HC|HSM|H101|                  8,370
HRC (Excl N1)|HC|HSM|H101|                 16,880
HRC (Excl N1)|HC|HSM|H101|                 45,460
HRC (Excl N1)|HC|HSM|H101|                 90,040
HRC (Excl N1)|HC|HSM|H101|                 22,670
HRC (Excl N1)|HC|HSM|H101|                 99,720
HRC (Excl N1)|HC|HSM|H101|                108,720
HRC (Excl N1)|HC|HSM|H101|                 55,160
HRC (Excl N1)|HC|HSM|H101|                 50,260
HRC (Excl N1)|HC|HSM|H101|                 11,260
HRC (Excl N1)|HC|HSM|H101|                 67,060
HRC (Excl N1)|HC|HSM|H101|                179,620
HRC (Excl N1)|HC|HSM|H101|                159,020
HRC (Excl N1)|HC|HSM|H101|                213,020
HRC (Excl N1)|HC|HSM|H101|                103,060
HRC (Excl N1)|HC|HSM|H101|                820,220
HRC (Excl N1)|HC|HSM|H101|                203,300
HRC (Excl N1)|HC|HSM|H101|                303,700
HRC (Excl N1)|HC|HSM|H101|                314,810
HRC (Excl N1)|HC|HSM|H101|                 61,980
HRC (Excl N1)|HC|HSM|H101|                134,420
HRC (Excl N1)|HC|HSM|H101|                 82,600
HRC (Excl N1)|HC|HSM|H101|                441,000
HRC (Excl N1)|HC|HSM|H101|                350,780
HRC (Excl N1)|HC|HSM|H101|                247,660
HRC (Excl N1)|HC|HSM|H101|                230,760
HRC (Excl N1)|HC|HSM|H101|                198,360
HRC (Excl N1)|HC|HSM|H101|                363,050
HRC (Excl N1)|HC|HSM|H101|                436,640
HRC (Excl N1)|HC|HSM|H101|              1.260,090
HRC (Excl N1)|HC|HSM|H101|                246,540
HRC (Excl N1)|HC|HSM|H101|                645,340
HRC (Excl N1)|HC|HSM|H101|                671,330
HRC (Excl N1)|HC|HSM|H101|              1.845,300
HRC (Excl N1)|HC|HSM|H101|              1.758,120
HRC (Excl N1)|HC|HSM|H101|                964,120
HRC (Excl N1)|HC|HSM|H101|                615,040
HRC (Excl N1)|HC|HSM|H101|                209,580
HRC (Excl N1)|HC|HSM|H101|                354,320
HRC (Excl N1)|HC|HSM|H101|                483,720
HRC (Excl N1)|HC|HSM|H101|                546,540
HRC (Excl N1)|HC|HSM|H101|                149,940
HRC (Excl N1)|HC|HSM|H101|                156,610
HRC (Excl N1)|HC|HSM|H101|                102,980
HRC (Excl N1)|HC|HSM|H101|                165,080
HRC (Excl N1)|HC|HSM|H101|                 40,800
HRC (Excl N1)|HC|HSM|H101|                296,130
HRC (Excl N1)|HC|HSM|H101|                 25,640
HRC (Excl N1)|HC|HSM|H101|              1.623,660
HRC (Excl N1)|HC|HSM|H101|                 67,820
HRC (Excl N1)|HC|HSM|H101|              1.177,680
HRC (Excl N1)|HC|HSM|H101|                145,900
HRC (Excl N1)|HC|HSM|H101|                 45,140
HRC (Excl N1)|HC|HSM|H101|                687,980
HRC (Excl N1)|HC|HSM|H101|                 40,900
HRC (Excl N1)|HC|HSM|H101|                 68,150
HRC (Excl N1)|HC|HSM|H101|                 90,650
HRC (Excl N1)|HC|HSM|H101|                420,440
HRC (Excl N1)|HC|HSM|H101|                792,540
HRC (Excl N1)|HC|HSM|H101|                 22,610
HRC (Excl N1)|HC|HSM|H101|                356,890
HRC (Excl N1)|HC|HSM|H101|                778,840
HRC (Excl N1)|HC|HSM|H101|                682,440
HRC (Excl N1)|HC|HSM|H101|                 20,620
HRC (Excl N1)|HC|HSM|H101|                 22,060
HRC (Excl N1)|HC|HSM|H101|                 40,840
HRC (Excl N1)|HC|HSM|H101|                 85,720
HRC (Excl N1)|HC|HSM|H101|                 46,460
HRC (Excl N1)|HC|HSM|H101|                 70,760
HRC (Excl N1)|HC|HSM|H101|                 21,560
HRC (Excl N1)|HC|HSM|H101|                128,060
HRC (Excl N1)|HC|HSM|H101|                 36,510
HRC (Excl N1)|HC|HSM|H101|                 17,060
HRC (Excl N1)|HC|HSM|H101|                100,240
HRC (Excl N1)|HC|HSM|H101|                 67,360
HRC (Excl N1)|HC|HSM|H101|                 16,760
HRC (Excl N1)|HC|HSM|H101|                 21,750
HRC (Excl N1)|HC|HSM|H101|                 22,500
HRC (Excl N1)|HC|HSM|H101|                197,020
HRC (Excl N1)|HC|HSM|H101|                 43,700
HRC (Excl N1)|HC|HSM|H101|                 17,700
HRC (Excl N1)|HC|HSM|H101|                 27,500
HRC (Excl N1)|HC|HSM|H101|                 83,900
HRC (Excl N1)|HC|HSM|H101|                 50,620
HRC (Excl N1)|HC|HSM|H101|                 11,660
HRC (Excl N1)|HC|HSM|H101|                 33,740
HRC (Excl N1)|HC|HSM|H101|                 33,760
HRC (Excl N1)|HC|HSM|H101|                179,420
HRC (Excl N1)|HC|HSM|H101|                 22,850
HRC (Excl N1)|HC|HSM|H101|                 46,340
HRC (Excl N1)|HC|HSM|H101|                 40,160
HRC (Excl N1)|HC|HSM|H101|                 87,740
HRC (Excl N1)|HC|HSM|H101|                 22,690
HRC (Excl N1)|HC|HSM|H101|                 57,660
HRC (Excl N1)|HC|HSM|H101|                 19,670
HRC (Excl N1)|HC|HSM|H101|                 38,980
HRC (Excl N1)|HC|HSM|H101|                 34,100
HRC (Excl N1)|HC|HSM|H101|                101,360
HRC (Excl N1)|HC|HSM|H101|                 31,840
HRC (Excl N1)|HC|HSM|H101|                 50,920
HRC (Excl N1)|HC|HSM|H101|                 33,860
HRC (Excl N1)|HC|HSM|H101|                 16,880
HRC (Excl N1)|HC|HSM|H101|                 16,940
HRC (Excl N1)|HC|HSM|H101|                294,910
HRC (Excl N1)|HC|HSM|H101|                 56,160
HRC (Excl N1)|HC|HSM|H101|                 34,110
HRC (Excl N1)|HC|HSM|H101|                 17,050
HRC (Excl N1)|HC|HSM|H101|                 16,740
HRC (Excl N1)|HC|HSM|H101|                 33,860
HRC (Excl N1)|HC|HSM|H101|                 20,500
HRC (Excl N1)|HC|HSM|H101|                 32,980
HRC (Excl N1)|HC|HSM|H101|                 50,780
HRC (Excl N1)|HC|HSM|H101|                161,220
HRC (Excl N1)|HC|HSM|H101|                299,080
HRC (Excl N1)|HC|HSM|H101|                 14,720
HRC (Excl N1)|HC|HSM|H101|                 18,340
HRC (Excl N1)|HC|HSM|H101|                 16,760
HRC (Excl N1)|HC|HSM|H101|                 14,580
HRC (Excl N1)|HC|HSM|H101|                 21,360
HRC (Excl N1)|HC|HSM|H101|                 20,260
HRC (Excl N1)|HC|HSM|H101|                 14,810
HRC (Excl N1)|HC|HSM|H101|                 20,460
HRC (Excl N1)|HC|HSM|H101|                 16,700
HRC (Excl N1)|HC|HSM|H101|                 26,360
HRC (Excl N1)|HC|HSM|H101|                 16,420
HRC (Excl N1)|HC|HSM|H101|                 52,140
HRC (Excl N1)|HC|HSM|H101|                 14,990
HRC (Excl N1)|HC|HSM|H101|                 23,270
HRC (Excl N1)|HC|HSM|H101|                 16,860
HRC (Excl N1)|HC|HSM|H101|                 10,840
HRC (Excl N1)|HC|HSM|H101|                 20,170
HRC (Excl N1)|HC|HSM|H101|                 20,110
HRC (Excl N1)|HC|HSM|H101|                 20,160
HRC (Excl N1)|HC|HSM|H101|                 10,880
HRC (Excl N1)|HC|HSM|H101|                 11,040
HRC (Excl N1)|HC|HSM|H101|                 22,370
HRC (Excl N1)|HC|HSM|H101|                 11,100
HRC (Excl N1)|HC|HSM|H101|                 17,160
HRC (Excl N1)|HC|HSM|H101|                 21,760
HRC (Excl N1)|HC|HSM|H101|                  8,410
HRC (Excl N1)|HC|HSM|H101|                  8,350
HRC (Excl N1)|HC|HSM|H101|                  8,340
HRC (Excl N1)|HC|HSM|H101|                 16,380
HRC (Excl N1)|HC|HSM|H101|                 16,180
HRC (Excl N1)|HC|HSM|H101|                 22,240
HRC (Excl N1)|HC|HSM|H101|                 11,100
HRC (Excl N1)|HC|HSM|H101|                 15,850
HRC (Excl N1)|HC|HSM|H101|                  8,020
HRC (Excl N1)|HC|HSM|H101|                100,880
HRC (Excl N1)|HC|HSM|H101|                 28,660
HRC (Excl N1)|HC|HSM|H101|                 10,500
HRC (Excl N1)|HC|HSM|H101|                 27,520
HRC (Excl N1)|HC|HSM|H101|                 44,710
HRC (Excl N1)|HC|HSM|H101|                 22,880
HRC (Excl N1)|HC|HSM|H101|                 11,190
HRC (Excl N1)|HC|HSM|H101|                  7,000
HRC (Excl N1)|HC|HSM|H101|                 16,720
HRC (Excl N1)|HC|HSM|H101|                 16,920
HRC (Excl N1)|HC|HSM|H101|                 22,610
HRC (Excl N1)|HC|HSM|H101|                 12,480
HRC (Excl N1)|HC|HSM|H101|                 17,100
HRC (Excl N1)|HC|HSM|H101|                 15,260
HRC (Excl N1)|HC|HSM|H101|                 20,320
HRC (Excl N1)|HC|HSM|H101|                 20,160
HRC (Excl N1)|HC|HSM|H101|                 21,310
HRC (Excl N1)|HC|HSM|H101|                 18,300
HRC (Excl N1)|HC|HSM|H101|                  9,960
HRC (Excl N1)|HC|HSM|H101|                 22,520
HRC (Excl N1)|HC|HSM|H101|                 10,620
HRC (Excl N1)|HC|HSM|H101|                 22,560
HRC (Excl N1)|HC|HSM|H101|                 17,080
HRC (Excl N1)|HC|HSM|H101|                 16,700
HRC (Excl N1)|HC|HSM|H101|                 20,300
HRC (Excl N1)|HC|HSM|H101|                 17,740
HRC (Excl N1)|HC|HSM|H101|                 20,460
HRC (Excl N1)|HC|HSM|H101|                 38,080
HRC (Excl N1)|HC|HSM|H101|                 45,900
HRC (Excl N1)|HC|HSM|H101|                 11,260
HRC (Excl N1)|HC|HSM|H101|                 14,360
HRC (Excl N1)|HC|HSM|H101|                 17,040
HRC (Excl N1)|HC|HSM|H101|                 16,740
HRC (Excl N1)|HC|HSM|H101|                 34,260
HRC (Excl N1)|HC|HSM|H101|                 16,920
HRC (Excl N1)|HC|HSM|H101|                 17,100
HRC (Excl N1)|HC|HSM|H101|                 17,040
HRC (Excl N1)|HC|HSM|H101|                 25,720
HRC (Excl N1)|HC|HSM|H101|                149,160
HRC (Excl N1)|HC|HSM|H101|                 22,840
HRC (Excl N1)|HC|HSM|H101|                 22,980
HRC (Excl N1)|HC|HSM|H101|                106,240
HRC (Excl N1)|HC|HSM|H101|                 10,020
HRC (Excl N1)|HC|HSM|H101|                 41,060
HRC (Excl N1)|HC|HSM|H101|                 17,120
HRC (Excl N1)|HC|HSM|H101|                 14,340
HRC (Excl N1)|HC|HSM|H101|                 20,560
HRC (Excl N1)|HC|HSM|H101|                 20,320
HRC (Excl N1)|HC|HSM|H101|                 50,940
HRC (Excl N1)|HC|HSM|H101|                 42,820
HRC (Excl N1)|HC|HSM|H101|                 16,500
HRC (Excl N1)|HC|HSM|H101|                120,270
HRC (Excl N1)|HC|HSM|H101|                 22,580
HRC (Excl N1)|HC|HSM|H101|                 42,960
HRC (Excl N1)|HC|HSM|H101|                 22,000
HRC (Excl N1)|HC|HSM|H101|                 22,060
HRC (Excl N1)|HC|HSM|H101|                 65,320
HRC (Excl N1)|HC|HSM|H101|                 21,340
HRC (Excl N1)|HC|HSM|H101|                 39,210
HRC (Excl N1)|HC|HSM|H101|                 20,620
HRC (Excl N1)|HC|HSM|H101|                 16,880
HRC (Excl N1)|HC|HSM|H101|                 58,980
HRC (Excl N1)|HC|HSM|H101|                 57,650
HRC (Excl N1)|HC|HSM|H101|                 16,660
HRC (Excl N1)|HC|HSM|H101|                 19,430
HRC (Excl N1)|HC|HSM|H101|                 50,340
HRC (Excl N1)|HC|HSM|H101|                128,940
HRC (Excl N1)|HC|HSM|H101|                 25,430
HRC (Excl N1)|HC|HSM|H101|                 19,460
HRC (Excl N1)|HC|HSM|H101|                 51,380
HRC (Excl N1)|HC|HSM|H101|                 22,880
HRC (Excl N1)|HC|HSM|H101|                 11,240
HRC (Excl N1)|HC|HSM|H101|                 22,540
HRC (Excl N1)|HC|HSM|H101|                 20,740
HRC (Excl N1)|HC|HSM|H101|                 19,940
HRC (Excl N1)|HC|HSM|H101|                 21,840
HRC (Excl N1)|HC|HSM|H101|                 33,490
HRC (Excl N1)|HC|HSM|H101|                 22,560
HRC (Excl N1)|HC|HSM|H101|                 33,020
HRC (Excl N1)|HC|HSM|H101|                 16,860
HRC (Excl N1)|HC|HSM|H101|                 33,360
HRC (Excl N1)|HC|HSM|H101|                 26,180
HRC (Excl N1)|HC|HSM|H101|                 19,720
HRC (Excl N1)|HC|HSM|H101|                 56,060
HRC (Excl N1)|HC|HSM|H101|                  8,370
HRC (Excl N1)|HC|HSM|H101|                 16,930
HRC (Excl N1)|HC|HSM|H101|                 25,250
HRC (Excl N1)|HC|HSM|H101|                 24,800
HRC (Excl N1)|HC|HSM|H101|                 25,440
HRC (Excl N1)|HC|HSM|H101|                 25,370
HRC (Excl N1)|HC|HSM|H101|                 25,390
HRC (Excl N1)|HC|HSM|H101|                 10,720
HRC (Excl N1)|HC|HSM|H101|                 32,400
HRC (Excl N1)|HC|HSM|H101|                 16,380
HRC (Excl N1)|HC|HSM|H101|                 11,240
HRC (Excl N1)|HC|HSM|H101|                 11,240
HRC (Excl N1)|HC|HSM|H101|                 16,940
HRC (Excl N1)|HC|HSM|H101|                178,960
HRC (Excl N1)|HC|HSM|H101|                 16,370
HRC (Excl N1)|HC|HSM|H101|                 19,540
HRC (Excl N1)|HC|HSM|H101|                 11,130
HRC (Excl N1)|HC|HSM|H101|                 20,510
HRC (Excl N1)|HC|HSM|H101|                 20,560
HRC (Excl N1)|HC|HSM|H101|                 78,600
HRC (Excl N1)|HC|HSM|H101|                100,480
HRC (Excl N1)|HC|HSM|H101|                 20,500
HRC (Excl N1)|HC|HSM|H101|                 78,680
HRC (Excl N1)|HC|HSM|H101|                 44,860
HRC (Excl N1)|HC|HSM|H101|                 45,230
HRC (Excl N1)|HC|HSM|H101|                 63,640
HRC (Excl N1)|HC|HSM|H101|                 59,540
HRC (Excl N1)|HC|HSM|H101|                 20,540
HRC (Excl N1)|HC|HSM|H101|                 38,960
HRC (Excl N1)|HC|HSM|H101|                 22,650
HRC (Excl N1)|HC|HSM|H101|                 20,450
HRC (Excl N1)|HC|HSM|H101|                 22,590
HRC (Excl N1)|HC|HSM|H101|                 10,760
HRC (Excl N1)|HC|HSM|H101|                 19,820
HRC (Excl N1)|HC|HSM|H101|                101,220
HRC (Excl N1)|HC|HSM|H101|                 56,600
HRC (Excl N1)|HC|HSM|H101|                 55,940
HRC (Excl N1)|HC|HSM|H101|                 16,520
HRC (Excl N1)|HC|HSM|H101|                 26,190
HRC (Excl N1)|HC|HSM|H101|                 19,640
HRC (Excl N1)|HC|HSM|H101|                 22,660
HRC (Excl N1)|HC|HSM|H101|                 11,000
HRC (Excl N1)|HC|HSM|H101|                 25,360
HRC (Excl N1)|HC|HSM|H101|                  8,460
HRC (Excl N1)|HC|HSM|H101|                 44,980
HRC (Excl N1)|HC|HSM|H101|                 11,200
HRC (Excl N1)|HC|HSM|H101|                 78,940
HRC (Excl N1)|HC|HSM|H101|                 67,080
HRC (Excl N1)|HC|HSM|H101|                 56,380
HRC (Excl N1)|HC|HSM|H101|                101,240
HRC (Excl N1)|HC|HSM|H101|                 25,250
HRC (Excl N1)|HC|HSM|H101|                 25,240
HRC (Excl N1)|HC|HSM|H101|                 19,600
HRC (Excl N1)|HC|HSM|H101|                 19,180
HRC (Excl N1)|HC|HSM|H101|                 33,740
HRC (Excl N1)|HC|HSM|H101|                 33,780
HRC (Excl N1)|HC|HSM|H101|                 39,300
HRC (Excl N1)|HC|HSM|H101|                 16,960
HRC (Excl N1)|HC|HSM|H101|                 16,960
HRC (Excl N1)|HC|HSM|H101|                 67,140
HRC (Excl N1)|HC|HSM|H101|                 19,370
HRC (Excl N1)|HC|HSM|H101|                 26,650
HRC (Excl N1)|HC|HSM|H101|                451,580
HRC (Excl N1)|HC|HSM|H101|                102,840
HRC (Excl N1)|HC|HSM|H101|                219,720
HRC (Excl N1)|HC|HSM|H101|                161,780
HRC (Excl N1)|HC|HSM|H101|                 11,270
HRC (Excl N1)|HC|HSM|H101|                 33,680
HRC (Excl N1)|HC|HSM|H101|                 22,420
HRC (Excl N1)|HC|HSM|H101|                 33,760
HRC (Excl N1)|HC|HSM|H101|                 22,640
HRC (Excl N1)|HC|HSM|H101|                 16,740
HRC (Excl N1)|HC|HSM|H101|                 16,840
HRC (Excl N1)|HC|HSM|H101|                 67,980
HRC (Excl N1)|HC|HSM|H101|                 11,400
HRC (Excl N1)|HC|HSM|H101|                 11,240
HRC (Excl N1)|HC|HSM|H101|                 78,860
HRC (Excl N1)|HC|HSM|H101|                 11,100
HRC (Excl N1)|HC|HSM|H101|                 11,180
HRC (Excl N1)|HC|HSM|H101|                 11,220
HRC (Excl N1)|HC|HSM|H101|                 20,570
HRC (Excl N1)|HC|HSM|H101|                 20,120
HRC (Excl N1)|HC|HSM|H101|                 37,480
HRC (Excl N1)|HC|HSM|H101|                 18,730
HRC (Excl N1)|HC|HSM|H101|                102,580
HRC (Excl N1)|HC|HSM|H101|                102,640
HRC (Excl N1)|HC|HSM|H101|                102,740
HRC (Excl N1)|HC|HSM|H101|                113,100
HRC (Excl N1)|HC|HSM|H101|                113,000
HRC (Excl N1)|HC|HSM|H101|                 20,120
HRC (Excl N1)|HC|HSM|H101|                 61,660
HRC (Excl N1)|HC|HSM|H101|                 22,510
HRC (Excl N1)|HC|HSM|H101|                 25,400
HRC (Excl N1)|HC|HSM|H101|                110,740
