IM Position|Description|Approval Year|Program Plan|Program Budget|Appr. Request Plan|MRA Available Budget|Appr. Request|AR Description|AR Value|Actual
112631-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK09-6110002|Biaya R&D Yang Dibebankan Langsung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK09-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK10-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK12-6111002|Biaya Pendidikan & Latihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK12-6111004|Biaya SPD Pelatihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK13-6112003|Ongkos-ongkos dan Biaya Assosiasi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK13-6112005|Biaya Relasi Perusahaan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK13-6112008|Legal  Fees|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112631-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632|Dinas Field Electric Workshop|2018|         1055000000|          669843353|                  0|          669843353|||                  0|                  0
112632-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK07|GM Central Maintenance & Facilities|2018|         1055000000|          669843353|                  0|          669843353|||                  0|                  0
112632-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|          500000000|          250000000|                  0|          250000000|||                  0|                  0
112632-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK07-6105008|Biaya Perawatan Overhoul|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK07-6105009|Biaya Pemakaian Produk Untuk Perawatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK07-6105010|Pemakaian Suku Cadang|2018|          200000000|          225433353|                  0|          225433353|||                  0|                  0
112632-PK07-6105011|Pemakaian Pelumas|2018|          275000000|           67500000|                  0|           67500000|||                  0|                  0
112632-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|           50000000|          111350000|                  0|          111350000|||                  0|                  0
112632-PK07-6105013|Bahan Kimia Untuk Perawatan|2018|           30000000|           15560000|                  0|           15560000|||                  0|                  0
112632-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK08-1401005|Transportasi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK08-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK12-6111002|Biaya Pendidikan & Latihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112632-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633|Dinas Calibration & Instrument Center|2018|          515000000|         2571684569|                  0|         2571684569|||                  0|                  0
112633-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK07|GM Central Maintenance & Facilities|2018|          515000000|         2571684569|                  0|         2571684569|||                  0|                  0
112633-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|          400000000|         2514184569|                  0|         2514184569|||                  0|                  0
112633-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK07-6105009|Biaya Pemakaian Produk Untuk Perawatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK07-6105010|Pemakaian Suku Cadang|2018|          100000000|           50000000|                  0|           50000000|||                  0|                  0
112633-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|           15000000|            7500000|                  0|            7500000|||                  0|                  0
112633-PK07-6105013|Bahan Kimia Untuk Perawatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK08-1401005|Transportasi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112633-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635|General Services|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105004|Biaya Perawatan Kendaraan & Alat Angkut|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105009|Biaya Pemakaian Produk Untuk Perawatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105010|Pemakaian Suku Cadang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105013|Bahan Kimia Untuk Perawatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6106004|Biaya Sewa Lain-Lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112635-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641|Din Industrial Gas Plant& Energy Control|2018|         2650000000|         2219053871|                  0|         2219053871|||                  0|                  0
112641-PK03|GM Corporate Finance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK03-6106001|Biaya Asuransi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK05|GM Program Management Office|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK05-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07|GM Central Maintenance & Facilities|2018|         2650000000|         2219053871|                  0|         2219053871|||                  0|                  0
112641-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|          350000000|         1118640317|                  0|         1118640317|||                  0|                  0
112641-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07-6105008|Biaya Perawatan Overhoul|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07-6105009|Biaya Pemakaian Produk Untuk Perawatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK07-6105010|Pemakaian Suku Cadang|2018|         1000000000|          792884511|                  0|          792884511|||                  0|                  0
112641-PK07-6105011|Pemakaian Pelumas|2018|          450000000|           25000000|                  0|           25000000|||                  0|                  0
112641-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|           25000000|           70029043|                  0|           70029043|||                  0|                  0
112641-PK07-6105013|Bahan Kimia Untuk Perawatan|2018|           25000000|           12500000|                  0|           12500000|||                  0|                  0
112641-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|          800000000|          200000000|                  0|          200000000|||                  0|                  0
112641-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK10-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112641-PK13-6112008|Legal  Fees|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642|Divisi Maintenance Engineering|2018|         3368998000|         3066748000|          290000000|         2776748000|||                  0|                  0
112642-PK05|GM Program Management Office|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK05-1401003|Gedung Dan Bangunan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK05-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK07|GM Central Maintenance & Facilities|2018|         2981598000|         2589348000|                  0|         2589348000|||                  0|                  0
112642-PK07-1401006|Peralatan|2018|         2541048000|         2451048000|                  0|         2451048000|||                  0|                  0
112642-PK07-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|          275000000|           68750000|                  0|           68750000|||                  0|                  0
112642-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK07-6105010|Pemakaian Suku Cadang|2018|           95000000|           23750000|                  0|           23750000|||                  0|                  0
112642-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|            3000000|             750000|                  0|             750000|||                  0|                  0
112642-PK07-6105013|Bahan Kimia Untuk Perawatan|2018|           30000000|            7500000|                  0|            7500000|||                  0|                  0
112642-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|           37550000|           37550000|                  0|           37550000|||                  0|                  0
112642-PK08|GM Security & General Affair|2018|          133800000|          133800000|           15000000|          118800000|||                  0|                  0
112642-PK08-1401005|Transportasi|2018|           15000000|           15000000|           15000000|                  0|2004801|PENGADAAN SEPEDA MOTOR|           15000000|                  0
112642-PK08-1401006|Peralatan|2018|           96000000|           96000000|                  0|           96000000|||                  0|                  0
112642-PK08-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK08-6106002|Biaya Sewa Kendaraan Utility|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           22800000|           22800000|                  0|           22800000|||                  0|                  0
112642-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK10|GM SCM & Quality Assurance|2018|          253600000|          343600000|          275000000|           68600000|||                  0|                  0
112642-PK10-1401006|Peralatan|2018|           19000000|          109000000|           75000000|           34000000|2004754|PENGADAAN HP Z240T WORKSTATION PC|           75000000|                  0
112642-PK10-1401007|Software|2018|          230000000|          230000000|          200000000|           30000000|2004748|PENGADAAN KIT-SOFTWARE SOLIDWORK PREMIUM|          200000000|                  0
112642-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|            4600000|            4600000|                  0|            4600000|||                  0|                  0
112642-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK12-6111002|Biaya Pendidikan & Latihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112642-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112643|Divisi Material & Maint Outsourcing|2018|          300000000|           75000000|                  0|           75000000|||                  0|                  0
112643-PK07|GM Central Maintenance & Facilities|2018|          300000000|           75000000|                  0|           75000000|||                  0|                  0
112643-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|          300000000|           75000000|                  0|           75000000|||                  0|                  0
112643-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112643-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670|Dinas Lime Plant & Rotary Kiln|2018|          626000000|          652290931|                  0|          652290931|||                  0|                  0
112670-PK03|GM Corporate Finance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK03-6106001|Biaya Asuransi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK04|GM Inventory & Master Data|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK04-6109001|Biaya Gudang dan Pengurusan Barang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK05|GM Program Management Office|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK05-1401003|Gedung Dan Bangunan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07|GM Central Maintenance & Facilities|2018|          626000000|          652290931|                  0|          652290931|||                  0|                  0
112670-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|          175000000|          467500000|                  0|          467500000|||                  0|                  0
112670-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07-6105008|Biaya Perawatan Overhoul|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07-6105009|Biaya Pemakaian Produk Untuk Perawatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK07-6105010|Pemakaian Suku Cadang|2018|           95000000|           68430146|                  0|           68430146|||                  0|                  0
112670-PK07-6105011|Pemakaian Pelumas|2018|          336000000|          106360785|                  0|          106360785|||                  0|                  0
112670-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|           20000000|           10000000|                  0|           10000000|||                  0|             244056
112670-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK08-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK09-6110002|Biaya R&D Yang Dibebankan Langsung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112670-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701|Subdit Blast Furnace|2018|         2031650000|           15825000|                  0|           15825000|||                  0|                  0
112701-PK03|GM Corporate Finance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK03-6106001|Biaya Asuransi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK05|GM Program Management Office|2018|         2000000000|                  0|                  0|                  0|||                  0|                  0
112701-PK05-1401003|Gedung Dan Bangunan|2018|         2000000000|                  0|                  0|                  0|||                  0|                  0
112701-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK07-6105010|Biaya Pemakaian Suku Cadang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK08|GM Security & General Affair|2018|           31650000|           15825000|                  0|           15825000|||                  0|                  0
112701-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK08-6106002|Biaya Sewa Kendaraan Utility|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK08-6108004|Perangko dan Telegram|2018|                  0|                  0|                  0|                  0|||                  0|                  0
112701-PK08-6108005|Telepon, Teleks dan Facsimile|2018|            6000000|            3000000|                  0|            3000000|||                  0|                  0
112701-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           25650000|           12825000|                  0|           12825000|||                  0|                  0
