Material|Material Description|Sales Value (Rp)|Sales Value ($)|Billing Date|Billing Number|Net Weight|UoM|Dist. Channel|Invoice Value (Rp)|DP Value (Rp)|PPn Value (Rp)|PPh Value (Rp)|Invoice Value ($)|DP Value ($)|PPn Value ($)|PPh Value ($)
HSF|H R Sheet/Plate Finished|               0,00|               0,00|20181001|8000262211|         13.660,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HSF|H R Sheet/Plate Finished|               0,00|               0,00|20181001|8000262211|         12.060,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HSF|H R Sheet/Plate Finished|               0,00|               0,00|20181001|8000262211|          8.520,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HSF|H R Sheet/Plate Finished|               0,00|               0,00|20181001|8000262211|          4.280,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HSF|H R Sheet/Plate Finished|               0,00|               0,00|20181001|8000262211|          4.300,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|     414.912.000,00|          27.836,45|20181001|8000262165|         21.680,000|TO|D0|     457.647.936,00|               0,00|      41.491.200,00|       1.244.736,00|          30.703,60|               0,00|           2.783,64|              83,51
HCF|H R Coil Finished|               0,00|               0,00|20181001|8000262165|         21.540,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|   1.740.864.000,00|         116.150,45|20181002|8000262227|         32.480,000|TO|D0|   1.920.172.992,00|               0,00|     174.086.400,00|       5.222.592,00|         128.113,94|               0,00|          11.615,04|             348,45
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         43.580,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         10.120,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         10.920,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         32.460,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         10.340,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         10.240,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         10.280,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         10.700,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262227|         10.220,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|   1.756.416.000,00|         116.415,26|20181003|8000262380|         32.920,000|TO|D0|   1.937.326.848,00|               0,00|     175.641.600,00|       5.269.248,00|         128.406,02|               0,00|          11.641,52|             349,24
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262380|         31.640,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262380|         42.740,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262380|         32.780,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262380|         42.880,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HSF|H R Sheet/Plate Finished|     470.830.080,00|          31.413,78|20181002|8000262228|         34.550,000|TO|D0|     519.325.578,00|               0,00|      47.083.008,00|       1.412.490,00|          34.649,40|               0,00|           3.141,38|              94,24
